gid;cdate;mdate;perimeter_id;datedebut;datefin;valuecentrale;valuebatpublic;valueborneve;valuepv;valueep
16425;2023-04-18T11:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-18T11:00:00+02:00;2023-04-18T11:30:00+02:00;2424302;59000;84;10924;0
16427;2023-04-18T13:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-18T13:30:00+02:00;2023-04-18T14:00:00+02:00;2699765;60000;100;14780;0
16428;2023-04-18T14:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-18T14:00:00+02:00;2023-04-18T14:30:00+02:00;2620230;54000;12208;11904;0
16433;2023-04-18T19:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-18T19:00:00+02:00;2023-04-18T19:30:00+02:00;2203524;35000;3756;2746;0
16437;2023-04-18T23:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-18T23:30:00+02:00;2023-04-19T00:00:00+02:00;0;37000;10012;0;100934
16439;2023-04-19T02:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-19T02:00:00+02:00;2023-04-19T02:30:00+02:00;0;38000;9288;0;68928
16446;2023-04-19T09:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-19T09:30:00+02:00;2023-04-19T10:00:00+02:00;2230690;68000;100;4854;0
16448;2023-04-19T12:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-19T12:00:00+02:00;2023-04-19T12:30:00+02:00;2183506;59000;104;15130;0
16452;2023-04-19T15:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-19T15:00:00+02:00;2023-04-19T15:30:00+02:00;2010962;50000;16140;15160;0
16453;2023-04-19T16:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-19T16:00:00+02:00;2023-04-19T16:30:00+02:00;1875586;47000;14104;15522;0
16457;2023-04-19T21:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-19T21:00:00+02:00;2023-04-19T21:30:00+02:00;2149784817;34000;96;0;17266
16458;2023-04-19T22:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-19T22:00:00+02:00;2023-04-19T22:30:00+02:00;2149646699;31000;96;0;108590
16460;2023-04-20T00:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-20T00:00:00+02:00;2023-04-20T00:30:00+02:00;0;35000;96;0;99776
16464;2023-04-20T09:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-20T09:30:00+02:00;2023-04-20T10:00:00+02:00;2149558802;53000;96;2808;0
16470;2023-04-20T15:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-20T15:00:00+02:00;2023-04-20T15:30:00+02:00;1914832;45000;104;15908;0
16473;2023-04-20T17:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-20T17:30:00+02:00;2023-04-20T18:00:00+02:00;1841588;43000;8892;9298;0
16485;2023-04-21T13:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-21T13:00:00+02:00;2023-04-21T13:30:00+02:00;2547652;45000;8376;15924;0
16488;2023-04-21T20:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-21T20:00:00+02:00;2023-04-21T20:30:00+02:00;2111690;33000;11184;572;0
16495;2023-04-22T03:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-22T03:00:00+02:00;2023-04-22T03:30:00+02:00;0;38000;220;0;68694
16503;2023-04-22T11:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-04-22T11:00:00+02:00;2023-04-22T11:30:00+02:00;1990858;38000;2940;3400;0
17728;2023-06-19T06:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-19T06:30:00+02:00;2023-06-19T07:00:00+02:00;1306971;39000;4412;0;0
17731;2023-06-19T08:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-19T08:00:00+02:00;2023-06-19T08:30:00+02:00;1666131;57000;3100;6222;0
17739;2023-06-19T15:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-19T15:00:00+02:00;2023-06-19T15:30:00+02:00;1847548;68000;540;33540;0
17740;2023-06-19T15:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-19T15:30:00+02:00;2023-06-19T16:00:00+02:00;1897654;75000;548;26746;0
17741;2023-06-19T16:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-19T16:00:00+02:00;2023-06-19T16:30:00+02:00;1872968;67000;548;22308;0
17742;2023-06-19T17:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-19T17:30:00+02:00;2023-06-19T18:00:00+02:00;1850237;53000;16094;7754;0
17743;2023-06-19T18:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-19T18:00:00+02:00;2023-06-19T18:30:00+02:00;1848234;54000;33590;6782;0
17748;2023-06-19T21:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-19T21:30:00+02:00;2023-06-19T22:00:00+02:00;1892259;36000;19818;16;0
17755;2023-06-20T05:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-20T05:30:00+02:00;2023-06-20T06:00:00+02:00;1172497;37000;526;0;90528
17760;2023-06-20T09:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-20T09:00:00+02:00;2023-06-20T09:30:00+02:00;1791780;103000;526;140;0
17761;2023-06-20T09:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-20T09:30:00+02:00;2023-06-20T10:00:00+02:00;1894221;102000;2664;1088;0
17763;2023-06-20T12:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-20T12:30:00+02:00;2023-06-20T13:00:00+02:00;2356927;83000;522;1310;0
17768;2023-06-20T15:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-20T15:30:00+02:00;2023-06-20T16:00:00+02:00;1805321;87000;36966;29884;0
17769;2023-06-20T16:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-20T16:00:00+02:00;2023-06-20T16:30:00+02:00;1837908;74000;21276;12874;0
17770;2023-06-20T16:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-20T16:30:00+02:00;2023-06-20T17:00:00+02:00;1790679;64000;552;4814;0
17774;2023-06-20T20:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-20T20:00:00+02:00;2023-06-20T20:30:00+02:00;2247028;34000;21872;2116;0
17779;2023-06-21T04:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-21T04:30:00+02:00;2023-06-21T05:00:00+02:00;0;48000;7284;0;90180
17780;2023-06-21T06:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-21T06:00:00+02:00;2023-06-21T06:30:00+02:00;1371747;40000;4406;0;48828
17784;2023-06-21T12:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-21T12:30:00+02:00;2023-06-21T13:00:00+02:00;2692959;62000;6602;5594;0
17785;2023-06-21T13:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-21T13:00:00+02:00;2023-06-21T13:30:00+02:00;2798261;68000;1748;5718;0
17796;2023-06-21T21:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-21T21:00:00+02:00;2023-06-21T21:30:00+02:00;2024052;33000;14842;46;0
17798;2023-06-22T00:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-22T00:00:00+02:00;2023-06-22T00:30:00+02:00;0;40000;530;0;98274
17799;2023-06-22T01:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-22T01:30:00+02:00;2023-06-22T02:00:00+02:00;0;40000;524;0;69100
17802;2023-06-22T04:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-22T04:00:00+02:00;2023-06-22T04:30:00+02:00;0;37000;524;0;68546
17803;2023-06-22T04:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-22T04:30:00+02:00;2023-06-22T05:00:00+02:00;0;48000;526;0;68626
17804;2023-06-22T06:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-22T06:00:00+02:00;2023-06-22T06:30:00+02:00;1268683;51000;528;0;49056
17806;2023-06-22T07:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-22T07:00:00+02:00;2023-06-22T07:30:00+02:00;1345205;66000;528;0;0
17807;2023-06-22T09:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-22T09:00:00+02:00;2023-06-22T09:30:00+02:00;1771866;86000;13048;1376;0
17808;2023-06-22T09:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-22T09:30:00+02:00;2023-06-22T10:00:00+02:00;1897408;86000;33552;1798;0
17813;2023-06-22T13:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-06-22T13:00:00+02:00;2023-06-22T13:30:00+02:00;2512416;60000;2598;15352;0
13706;2022-12-26T07:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-12-26T07:00:00+01:00;2022-12-26T07:30:00+01:00;2075497;55000;530;0;100560
13709;2022-12-26T10:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-12-26T10:00:00+01:00;2022-12-26T10:30:00+01:00;2450361;82000;22982;346;0
13713;2022-12-26T13:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-12-26T13:30:00+01:00;2022-12-26T14:00:00+01:00;2598031;75000;23958;1812;0
13715;2022-12-26T14:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-12-26T14:30:00+01:00;2022-12-26T15:00:00+01:00;2557092;67000;6384;2266;0
13716;2022-12-26T16:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-12-26T16:00:00+01:00;2022-12-26T16:30:00+01:00;2522182;58000;528;1420;0
13723;2022-12-26T21:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-12-26T21:30:00+01:00;2022-12-26T22:00:00+01:00;2674971;51000;3392;0;108244
13726;2022-12-26T23:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-12-26T23:30:00+01:00;2022-12-27T00:00:00+01:00;0;51000;530;0;92982
13729;2022-12-27T03:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-12-27T03:00:00+01:00;2022-12-27T03:30:00+01:00;0;52000;534;0;91592
13732;2022-12-27T06:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-12-27T06:00:00+01:00;2022-12-27T06:30:00+01:00;2164006;50000;528;0;92148
13733;2022-12-27T06:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-12-27T06:30:00+01:00;2022-12-27T07:00:00+01:00;2263970;45000;532;0;100262
13739;2022-12-27T12:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-12-27T12:00:00+01:00;2022-12-27T12:30:00+01:00;2944328;80000;532;1944;0
13740;2022-12-27T12:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-12-27T12:30:00+01:00;2022-12-27T13:00:00+01:00;3089184;86000;526;1458;0
13742;2022-12-27T13:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-12-27T13:30:00+01:00;2022-12-27T14:00:00+01:00;3044555;81000;2832;2678;0
13744;2022-12-27T16:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-12-27T16:00:00+01:00;2022-12-27T16:30:00+01:00;2590439;68000;52720;900;0
13747;2022-12-27T19:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-12-27T19:00:00+01:00;2022-12-27T19:30:00+01:00;3108188;67000;536;0;107812
13751;2022-12-28T02:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-12-28T02:30:00+01:00;2022-12-28T03:00:00+01:00;0;57000;528;0;91970
13753;2022-12-28T05:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-12-28T05:00:00+01:00;2022-12-28T05:30:00+01:00;2065683;54000;526;0;92016
13760;2022-12-28T14:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-12-28T14:30:00+01:00;2022-12-28T15:00:00+01:00;2309104;88000;528;6816;0
13761;2022-12-28T15:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-12-28T15:30:00+01:00;2022-12-28T16:00:00+01:00;2417568;79000;532;3394;0
13768;2022-12-28T22:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-12-28T22:00:00+01:00;2022-12-28T22:30:00+01:00;2618427;48000;528;0;108598
13771;2022-12-29T02:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-12-29T02:00:00+01:00;2022-12-29T02:30:00+01:00;0;53000;534;0;92196
13780;2022-12-29T08:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-12-29T08:00:00+01:00;2022-12-29T08:30:00+01:00;2231137;57000;528;0;102092
13781;2022-12-29T08:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-12-29T08:30:00+01:00;2022-12-29T09:00:00+01:00;2325649;71000;530;0;78426
13784;2022-12-29T10:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-12-29T10:30:00+01:00;2022-12-29T11:00:00+01:00;2589880;74000;528;0;0
13785;2022-12-29T11:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-12-29T11:00:00+01:00;2022-12-29T11:30:00+01:00;2699628;74000;532;6;0
13786;2022-12-29T12:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-12-29T12:00:00+01:00;2022-12-29T12:30:00+01:00;2936759;77000;48682;130;0
13787;2022-12-29T14:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-12-29T14:30:00+01:00;2022-12-29T15:00:00+01:00;2820461;73000;50436;778;0
13788;2022-12-29T15:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-12-29T15:00:00+01:00;2022-12-29T15:30:00+01:00;2778461;87000;16962;1236;0
13789;2022-12-29T15:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-12-29T15:30:00+01:00;2022-12-29T16:00:00+01:00;2848922;71000;532;196;0
15107;2023-02-22T07:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-22T07:00:00+01:00;2023-02-22T07:30:00+01:00;2618766;50000;526;0;101018
15112;2023-02-22T09:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-22T09:30:00+01:00;2023-02-22T10:00:00+01:00;3111070;79000;29632;462;0
15113;2023-02-22T10:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-22T10:00:00+01:00;2023-02-22T10:30:00+01:00;3108478;63000;540;944;0
15117;2023-02-22T15:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-22T15:00:00+01:00;2023-02-22T15:30:00+01:00;3261034;75000;526;1566;0
15120;2023-02-22T17:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-22T17:30:00+01:00;2023-02-22T18:00:00+01:00;3007189;75000;19024;558;0
15121;2023-02-22T19:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-22T19:00:00+01:00;2023-02-22T19:30:00+01:00;3683559;56000;526;0;76032
15126;2023-02-23T03:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-23T03:30:00+01:00;2023-02-23T04:00:00+01:00;0;40000;528;0;69806
15127;2023-02-23T04:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-23T04:00:00+01:00;2023-02-23T04:30:00+01:00;0;36000;526;0;69918
15129;2023-02-23T08:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-23T08:00:00+01:00;2023-02-23T08:30:00+01:00;4039800;99000;33898;0;8130
15130;2023-02-23T09:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-23T09:00:00+01:00;2023-02-23T09:30:00+01:00;4332493;122000;21534;0;0
15134;2023-02-23T11:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-23T11:30:00+01:00;2023-02-23T12:00:00+01:00;4909658;130000;9926;264;0
15135;2023-02-23T12:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-23T12:00:00+01:00;2023-02-23T12:30:00+01:00;5080390;147000;9884;834;0
15136;2023-02-23T12:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-23T12:30:00+01:00;2023-02-23T13:00:00+01:00;5115291;135000;9996;2862;0
15137;2023-02-23T13:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-23T13:30:00+01:00;2023-02-23T14:00:00+01:00;4958185;114000;54562;2822;0
15138;2023-02-23T15:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-23T15:00:00+01:00;2023-02-23T15:30:00+01:00;4064764;112000;528;1112;0
15139;2023-02-23T16:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-23T16:00:00+01:00;2023-02-23T16:30:00+01:00;3776527;100000;524;458;0
15140;2023-02-23T17:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-23T17:00:00+01:00;2023-02-23T17:30:00+01:00;3652344;86000;812;110;0
15141;2023-02-23T17:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-23T17:30:00+01:00;2023-02-23T18:00:00+01:00;3694910;83000;526;318;0
15142;2023-02-23T19:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-23T19:00:00+01:00;2023-02-23T19:30:00+01:00;4321669;60000;35558;0;65410
15149;2023-02-24T04:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-24T04:00:00+01:00;2023-02-24T04:30:00+01:00;0;40000;528;0;76232
15150;2023-02-24T04:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-24T04:30:00+01:00;2023-02-24T05:00:00+01:00;0;41000;526;0;76023
15151;2023-02-24T05:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-24T05:00:00+01:00;2023-02-24T05:30:00+01:00;2923969;34000;528;0;76935
15153;2023-02-24T08:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-24T08:30:00+01:00;2023-02-24T09:00:00+01:00;3839805;102000;27374;18;0
15155;2023-02-24T11:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-24T11:00:00+01:00;2023-02-24T11:30:00+01:00;4133387;111000;1836;2158;0
15157;2023-02-24T12:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-24T12:30:00+01:00;2023-02-24T13:00:00+01:00;4609314;105000;5284;1834;0
15160;2023-02-24T14:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-24T14:00:00+01:00;2023-02-24T14:30:00+01:00;4442545;92000;62746;3470;0
15164;2023-02-24T16:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-24T16:30:00+01:00;2023-02-24T17:00:00+01:00;3809155;84000;47972;1008;0
15165;2023-02-24T17:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-24T17:30:00+01:00;2023-02-24T18:00:00+01:00;3793216;66000;33530;658;0
15166;2023-02-24T18:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-24T18:00:00+01:00;2023-02-24T18:30:00+01:00;3891231;66000;25054;198;0
15169;2023-02-25T00:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-25T00:30:00+01:00;2023-02-25T01:00:00+01:00;0;37000;29572;0;92938
15171;2023-02-25T02:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-25T02:00:00+01:00;2023-02-25T02:30:00+01:00;0;33000;4472;0;69076
15178;2023-02-25T09:00:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-25T09:00:00+01:00;2023-02-25T09:30:00+01:00;3670277;40000;528;1270;0
15179;2023-02-25T09:30:00+01:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2023-02-25T09:30:00+01:00;2023-02-25T10:00:00+01:00;3676898;43000;528;2306;0
1408;2022-08-12T17:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-12T17:00:00+02:00;2022-08-12T17:30:00+02:00;2173240;47000;11563;24779;0
1411;2022-08-12T19:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-12T19:00:00+02:00;2022-08-12T19:30:00+02:00;2173240;36000;9035;11072;0
1423;2022-08-13T10:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-13T10:30:00+02:00;2022-08-13T11:00:00+02:00;1938948;36333;34403;9057;0
1428;2022-08-13T13:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-13T13:30:00+02:00;2022-08-13T14:00:00+02:00;2146740;34000;16697;24305;0
1429;2022-08-13T14:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-13T14:00:00+02:00;2022-08-13T14:30:00+02:00;2057427;31333;12963;19703;0
1431;2022-08-13T15:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-13T15:30:00+02:00;2022-08-13T16:00:00+02:00;1978629;33667;7519;23576;0
1438;2022-08-13T20:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-13T20:30:00+02:00;2022-08-13T21:00:00+02:00;2121347;33667;539;333;0
1439;2022-08-13T22:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-13T22:00:00+02:00;2022-08-13T22:30:00+02:00;2118729;33667;527;0;109731
1440;2022-08-13T22:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-13T22:30:00+02:00;2022-08-13T23:00:00+02:00;2344672;34667;528;0;109592
1441;2022-08-14T00:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-14T00:00:00+02:00;2022-08-14T00:30:00+02:00;0;33667;22402;0;101291
1444;2022-08-14T03:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-14T03:30:00+02:00;2022-08-14T04:00:00+02:00;0;32667;534;0;92019
1445;2022-08-14T04:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-14T04:00:00+02:00;2022-08-14T04:30:00+02:00;0;30000;531;0;91768
1446;2022-08-14T05:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-14T05:30:00+02:00;2022-08-14T06:00:00+02:00;890714;31333;534;0;91625
1447;2022-08-14T06:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-14T06:00:00+02:00;2022-08-14T06:30:00+02:00;890714;30333;531;0;92001
1449;2022-08-14T09:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-14T09:30:00+02:00;2022-08-14T10:00:00+02:00;890714;33000;22565;0;0
1450;2022-08-14T10:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-14T10:00:00+02:00;2022-08-14T10:30:00+02:00;890714;34000;11554;13;0
1451;2022-08-14T10:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-14T10:30:00+02:00;2022-08-14T11:00:00+02:00;890714;34000;12996;87;0
1453;2022-08-14T13:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-14T13:30:00+02:00;2022-08-14T14:00:00+02:00;890714;31667;12820;404;0
1454;2022-08-14T14:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-14T14:30:00+02:00;2022-08-14T15:00:00+02:00;890714;40667;9706;309;0
1456;2022-08-14T15:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-14T15:30:00+02:00;2022-08-14T16:00:00+02:00;890714;39667;22493;1291;0
1457;2022-08-14T16:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-14T16:30:00+02:00;2022-08-14T17:00:00+02:00;890714;33333;10285;1115;0
1458;2022-08-14T17:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-14T17:00:00+02:00;2022-08-14T17:30:00+02:00;890714;31000;551;1167;0
1459;2022-08-14T17:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-14T17:30:00+02:00;2022-08-14T18:00:00+02:00;890714;33667;5075;1080;0
1461;2022-08-14T19:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-14T19:30:00+02:00;2022-08-14T20:00:00+02:00;1781428;31333;26507;304;0
1464;2022-08-15T01:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-15T01:30:00+02:00;2022-08-15T02:00:00+02:00;0;29667;529;0;92280
1473;2022-08-15T14:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-15T14:30:00+02:00;2022-08-15T15:00:00+02:00;2074071;42333;2935;16724;0
1475;2022-08-15T16:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-15T16:30:00+02:00;2022-08-15T17:00:00+02:00;1882260;37000;528;30428;0
1476;2022-08-15T17:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-15T17:00:00+02:00;2022-08-15T17:30:00+02:00;1898677;32667;17709;22291;0
1478;2022-08-15T19:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-15T19:30:00+02:00;2022-08-15T20:00:00+02:00;2179823;33000;15549;7880;0
1480;2022-08-15T21:00:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-15T21:00:00+02:00;2022-08-15T21:30:00+02:00;2216434;31333;7835;0;32085
1481;2022-08-15T21:30:00+02:00;2023-07-09T08:00:05+02:00;Bordeaux_Bastide;2022-08-15T21:30:00+02:00;2022-08-15T22:00:00+02:00;2201842;31667;3241;0;89160
